chr	start	end	strand	gene_id	gene_name	gene_biotype
XIII	332212	334743	-	YMR031C	YMR031C	protein_coding
XIII	334709	335035	+	YMR031W-A	YMR031W-A	protein_coding
XIII	335298	337307	+	YMR032W	HOF1	protein_coding
XIII	337313	337603	+	YMR030W-A	YMR030W-A	protein_coding
XIII	337788	339277	+	YMR033W	ARP9	protein_coding
XIII	339418	340722	-	YMR034C	YMR034C	protein_coding
XIII	341142	341675	+	YMR035W	YMR035W	protein_coding
XIII	341856	343520	-	YMR036C	YMR036C	protein_coding
XIII	344403	346517	-	YMR037C	YMR037C	protein_coding
XIII	347511	348260	-	YMR038C	CCS1	protein_coding
XIII	348644	349522	-	YMR039C	SUB1	protein_coding
XIII	350381	350863	+	YMR040W	YMR040W	protein_coding
XIII	350966	351973	-	YMR041C	YMR041C	protein_coding
XIII	352280	352370	+	tF(GAA)M	tF(GAA)M	tRNA
XIII	352603	353136	+	YMR042W	ARG80	protein_coding
XIII	353871	354731	+	YMR043W	MCM1	protein_coding
XIII	355384	356811	+	YMR044W	YMR044W	protein_coding
XIII	362702	362830	+	YMR046W-A	YMR046W-A	protein_coding
XIII	363064	363135	+	tH(GUG)M	tH(GUG)M	tRNA
XIII	363364	366705	-	YMR047C	NUP116	protein_coding
XIII	366981	367934	+	YMR048W	YMR048W	protein_coding
XIII	368094	370517	-	YMR049C	YMR049C	protein_coding
XIII	372445	372518	-	tV(AAC)M1	tV(AAC)M1	tRNA
XIII	379303	379408	-	tW(CCA)M	tW(CCA)M	tRNA
XIII	379586	380200	+	YMR052W	YMR052W	protein_coding
XIII	380069	380434	-	YMR052C-A	YMR052C-A	protein_coding
XIII	380346	382898	-	YMR053C	YMR053C	protein_coding
XIII	383303	385975	+	YMR054W	YMR054W	protein_coding
XIII	386101	387021	-	YMR055C	BUB2	protein_coding
XIII	387315	388244	-	YMR056C	YMR056C	protein_coding
XIII	388359	388730	-	YMR057C	YMR057C	protein_coding
XIII	388822	390732	+	YMR058W	YMR058W	protein_coding
XIII	391099	391485	+	YMR059W	SEN15	protein_coding
XIII	391532	392515	-	YMR060C	SAM37	protein_coding
XIII	392755	394788	+	YMR061W	YMR061W	protein_coding
XIII	395054	396379	-	YMR062C	ARG7	protein_coding
XIII	397077	397796	+	YMR063W	YMR063W	protein_coding
XIII	397903	399459	+	YMR064W	AEP1	protein_coding
XIII	399702	401216	+	YMR065W	KAR5	protein_coding
XIII	401541	404237	+	YMR066W	YMR066W	protein_coding
XIII	404323	405573	-	YMR067C	UBX4	protein_coding
XIII	406304	407584	+	YMR068W	YMR068W	protein_coding
XIII	407709	408566	+	YMR069W	NAT4	protein_coding
XIII	409154	410626	+	YMR070W	MOT3	protein_coding
XIII	410762	411265	-	YMR071C	YMR071C	protein_coding
XIII	411569	412120	+	YMR072W	YMR072W	protein_coding
XIII	412268	412873	-	YMR073C	YMR073C	protein_coding
XIII	413036	413473	-	YMR074C	YMR074C	protein_coding
XIII	413982	416036	+	YMR075W	YMR075W	protein_coding
XIII	415688	416053	-	YMR075C-A	YMR075C-A	protein_coding
XIII	416196	420029	-	YMR076C	YMR076C	protein_coding
XIII	420588	420661	-	tV(AAC)M2	tV(AAC)M2	tRNA
XIII	421484	422149	-	YMR077C	VPS20	protein_coding
XIII	422503	424728	-	YMR078C	CTF18	protein_coding
XIII	424989	426059	+	YMR079W	SEC14	protein_coding
XIII	426712	429627	-	YMR080C	NAM7	protein_coding
XIII	430079	431095	-	YMR081C	ISF1	protein_coding
XIII	431769	432125	-	YMR082C	YMR082C	protein_coding
XIII	434788	435915	+	YMR083W	YMR083W	protein_coding
XIII	436628	437416	+	YMR084W	YMR084W	protein_coding
XIII	437491	438789	+	YMR085W	YMR085W	protein_coding
XIII	439208	442090	+	YMR086W	YMR086W	protein_coding
XIII	442026	442364	-	YMR086C-A	YMR086C-A	protein_coding
XIII	442527	443381	+	YMR087W	YMR087W	protein_coding
XIII	443414	445102	-	YMR088C	YMR088C	protein_coding
XIII	445609	448086	-	YMR089C	YTA12	protein_coding
XIII	449245	449928	+	YMR090W	YMR090W	protein_coding
XIII	450058	451365	-	YMR091C	NPL6	protein_coding
XIII	451632	453479	-	YMR092C	YMR092C	protein_coding
XIII	454015	455556	+	YMR093W	YMR093W	protein_coding
XIII	455825	457261	+	YMR094W	CTF13	protein_coding
XIII	457285	457959	-	YMR095C	YMR095C	protein_coding
XIII	458408	459301	+	YMR096W	YMR096W	protein_coding
XIII	459424	460527	-	YMR097C	YMR097C	protein_coding
XIII	460771	462609	-	YMR098C	ATP25	protein_coding
XIII	463554	463625	+	tD(GUC)M	tD(GUC)M	tRNA
XIII	463934	464827	-	YMR099C	YMR099C	protein_coding
XIII	466300	468162	+	YMR100W	YMR100W	protein_coding
XIII	468445	469476	-	YMR101C	YMR101C	protein_coding
XIII	469848	472352	-	YMR102C	YMR102C	protein_coding
XIII	472902	473264	-	YMR103C	YMR103C	protein_coding
XIII	473420	475453	-	YMR104C	YPK2	protein_coding
XIII	475897	477606	-	YMR105C	PGM2	protein_coding
XIII	478064	478258	+	YMR105W-A	YMR105W-A	protein_coding
XIII	478301	480190	-	YMR106C	YKU80	protein_coding
XIII	480621	480693	-	tK(CUU)M	tK(CUU)M	tRNA
XIII	483014	483361	+	YMR107W	YMR107W	protein_coding
XIII	484084	486147	+	YMR108W	ILV2	protein_coding
XIII	486587	490246	+	YMR109W	YMR109W	protein_coding
XIII	490394	491992	-	YMR110C	YMR110C	protein_coding
XIII	492404	493792	-	YMR111C	YMR111C	protein_coding
XIII	494100	494495	-	YMR112C	YMR112C	protein_coding
XIII	494999	496282	+	YMR113W	YMR113W	protein_coding
XIII	496343	497449	-	YMR114C	YMR114C	protein_coding
XIII	497704	499209	+	YMR115W	MGR3	protein_coding
XIII	499456	500688	-	YMR116C	ASC1	protein_coding
XIII	499984	500072	-	snR24	SNR24	snoRNA
XIII	501250	501891	-	YMR117C	YMR117C	protein_coding
XIII	502144	502734	-	YMR118C	YMR118C	protein_coding
XIII	504895	505008	+	tL(CAA)M	tL(CAA)M	tRNA
XIII	505333	507207	+	YMR119W	YMR119W	protein_coding
XIII	506996	507370	+	YMR119W-A	YMR119W-A	protein_coding
XIII	507502	509280	-	YMR120C	YMR120C	protein_coding
XIII	509734	510348	-	YMR121C	RPL15B	protein_coding
XIII	510701	511075	-	YMR122C	YMR122C	protein_coding
XIII	511315	511569	+	YMR122W-A	YMR122W-A	protein_coding
XIII	513593	513961	+	YMR123W	YMR123W	protein_coding
XIII	514456	517287	+	YMR124W	YMR124W	protein_coding
XIII	517539	520446	+	YMR125W	STO1	protein_coding
XIII	520761	521789	-	YMR126C	YMR126C	protein_coding
XIII	522329	523345	-	YMR127C	SAS2	protein_coding
XIII	523696	527499	+	YMR128W	ECM16	protein_coding
XIII	527804	531817	+	YMR129W	YMR129W	protein_coding
XIII	532119	533027	+	YMR130W	YMR130W	protein_coding
XIII	533163	534698	-	YMR131C	YMR131C	protein_coding
XIII	534944	535570	-	YMR132C	YMR132C	protein_coding
XIII	536207	537609	+	YMR133W	YMR133W	protein_coding
XIII	537838	538551	+	YMR134W	YMR134W	protein_coding
XIII	538689	540056	-	YMR135C	GID8	protein_coding
XIII	539911	540444	+	YMR135W-A	YMR135W-A	protein_coding
XIII	541199	542881	+	YMR136W	YMR136W	protein_coding
XIII	542978	544963	-	YMR137C	PSO2	protein_coding
XIII	545155	545730	+	YMR138W	CIN4	protein_coding
XIII	546125	547237	+	YMR139W	RIM11	protein_coding
XIII	547714	549183	+	YMR140W	YMR140W	protein_coding
XIII	549736	550044	-	YMR141C	YMR141C	protein_coding
XIII	550206	551207	-	YMR142C	RPL13B	protein_coding
XIII	550911	551135	+	YMR141W-A	YMR141W-A	protein_coding
XIII	551928	552903	+	YMR143W	RPS16A	protein_coding
XIII	553362	554390	+	YMR144W	YMR144W	protein_coding
XIII	554793	556475	-	YMR145C	NDE1	protein_coding
XIII	557481	558524	-	YMR146C	YMR146C	protein_coding
XIII	559199	559870	+	YMR147W	YMR147W	protein_coding
XIII	560366	560812	+	YMR148W	YMR148W	protein_coding
XIII	560996	561856	+	YMR149W	YMR149W	protein_coding
XIII	561956	562528	-	YMR150C	IMP1	protein_coding
XIII	562506	562943	+	YMR151W	YMR151W	protein_coding
XIII	563096	564193	+	YMR152W	YMR152W	protein_coding
XIII	564435	565862	+	YMR153W	YMR153W	protein_coding
XIII	565574	565909	-	YMR153C-A	YMR153C-A	protein_coding
XIII	565999	568182	-	YMR154C	RIM13	protein_coding
XIII	568551	570194	+	YMR155W	YMR155W	protein_coding
XIII	570300	571016	-	YMR156C	YMR156C	protein_coding
XIII	571277	572044	-	YMR157C	AIM36	protein_coding
XIII	572248	572715	+	YMR158W	YMR158W	protein_coding
XIII	572883	572955	-	tM(CAU)M	tM(CAU)M	tRNA
XIII	573194	573331	-	YMR158C-A	YMR158C-A	protein_coding
XIII	574471	574791	+	YMR158W-B	YMR158W-B	protein_coding
XIII	574476	574928	-	YMR159C	ATG16	protein_coding
XIII	575066	577516	+	YMR160W	YMR160W	protein_coding
XIII	577718	578392	+	YMR161W	YMR161W	protein_coding
XIII	578951	583921	-	YMR162C	YMR162C	protein_coding
XIII	584271	586388	-	YMR163C	YMR163C	protein_coding
XIII	586636	586709	-	tV(AAC)M3	tV(AAC)M3	tRNA
XIII	587274	589550	-	YMR164C	YMR164C	protein_coding
XIII	590040	592628	-	YMR165C	PAH1	protein_coding
XIII	593367	594473	-	YMR166C	YMR166C	protein_coding
XIII	594886	597195	+	YMR167W	MLH1	protein_coding
XIII	597332	599158	-	YMR168C	CEP3	protein_coding
XIII	599352	600872	-	YMR169C	YMR169C	protein_coding
XIII	601562	603082	-	YMR170C	YMR170C	protein_coding
XIII	603868	605520	-	YMR171C	YMR171C	protein_coding
XIII	605981	608140	+	YMR172W	YMR172W	protein_coding
XIII	607828	608211	-	YMR172C-A	YMR172C-A	protein_coding
XIII	608689	609981	+	YMR173W	DDR48	protein_coding
XIII	608897	610081	+	YMR173W-A	YMR173W-A	protein_coding
XIII	610159	610365	-	YMR174C	PAI3	protein_coding
XIII	611016	611255	+	YMR175W	YMR175W	protein_coding
XIII	611314	611508	+	YMR175W-A	YMR175W-A	protein_coding
XIII	611740	615975	+	YMR176W	YMR176W	protein_coding
XIII	616566	618098	+	YMR177W	YMR177W	protein_coding
XIII	618479	619303	+	YMR178W	YMR178W	protein_coding
XIII	619858	622134	+	YMR179W	YMR179W	protein_coding
XIII	622251	623213	-	YMR180C	CTL1	protein_coding
XIII	623616	624080	-	YMR181C	YMR181C	protein_coding
XIII	624532	625167	-	YMR182C	YMR182C	protein_coding
XIII	625811	625897	+	YMR182W-A	YMR182W-A	protein_coding
XIII	626349	626654	+	snR83	SNR83	snoRNA
XIII	626921	627808	-	YMR183C	YMR183C	protein_coding
XIII	628189	628785	+	YMR184W	YMR184W	protein_coding
XIII	629025	631970	+	YMR185W	YMR185W	protein_coding
XIII	632355	634472	+	YMR186W	HSC82	protein_coding
XIII	634689	635984	-	YMR187C	YMR187C	protein_coding
XIII	636291	637004	-	YMR188C	YMR188C	protein_coding
XIII	637500	640604	+	YMR189W	GCV2	protein_coding
XIII	640915	645258	-	YMR190C	YMR190C	protein_coding
XIII	645656	646777	+	YMR191W	YMR191W	protein_coding
XIII	647118	649280	+	YMR192W	GYL1	protein_coding
XIII	650036	650812	+	YMR193W	MRPL24	protein_coding
XIII	651072	651458	-	YMR193C-A	YMR193C-A	protein_coding
XIII	651145	651910	+	YMR194W	RPL36A	protein_coding
XIII	652275	652532	+	snR11	snR11	snoRNA
XIII	652594	652887	-	YMR194C-B	YMR194C-B	protein_coding
XIII	652912	653136	-	YMR194C-A	YMR194C-A	protein_coding
XIII	654034	654417	+	YMR195W	YMR195W	protein_coding
XIII	655076	658342	+	YMR196W	YMR196W	protein_coding
XIII	658545	659198	-	YMR197C	YMR197C	protein_coding
XIII	659745	661529	+	YMR198W	YMR198W	protein_coding
XIII	662644	664284	+	YMR199W	YMR199W	protein_coding
XIII	664752	665522	+	YMR200W	YMR200W	protein_coding
XIII	665845	667044	-	YMR201C	YMR201C	protein_coding
XIII	667288	667456	-	RNA170	RNA170	ncRNA
XIII	667537	668205	+	YMR202W	ERG2	protein_coding
XIII	668492	669655	+	YMR203W	TOM40	protein_coding
XIII	670063	671325	-	YMR204C	YMR204C	protein_coding
XIII	671887	674766	-	YMR205C	YMR205C	protein_coding
XIII	675896	676837	+	YMR206W	YMR206W	protein_coding
XIII	677193	683564	-	YMR207C	YMR207C	protein_coding
XIII	684467	685798	+	YMR208W	ERG12	protein_coding
XIII	685911	687284	-	YMR209C	YMR209C	protein_coding
XIII	687516	688865	+	YMR210W	YMR210W	protein_coding
XIII	689083	690510	+	YMR211W	YMR211W	protein_coding
XIII	690695	693043	-	YMR212C	YMR212C	protein_coding
XIII	693381	695153	+	YMR213W	CEF1	protein_coding
XIII	695350	696483	+	YMR214W	YMR214W	protein_coding
XIII	696796	698370	+	YMR215W	YMR215W	protein_coding
XIII	698811	701039	-	YMR216C	YMR216C	protein_coding
XIII	701790	703367	+	YMR217W	YMR217W	protein_coding
XIII	703579	706887	-	YMR218C	YMR218C	protein_coding
XIII	707133	712109	+	YMR219W	YMR219W	protein_coding
XIII	712316	713671	+	YMR220W	YMR220W	protein_coding
XIII	713931	715445	-	YMR221C	YMR221C	protein_coding
XIII	715638	716309	-	YMR222C	YMR222C	protein_coding
XIII	716715	718130	+	YMR223W	YMR223W	protein_coding
XIII	718575	720653	-	YMR224C	MRE11	protein_coding
XIII	720960	721403	-	YMR225C	MRPL44	protein_coding
XIII	721593	722396	-	YMR226C	YMR226C	protein_coding
XIII	722613	724385	-	YMR227C	TAF7	protein_coding
XIII	724626	725651	+	YMR228W	YMR228W	protein_coding
XIII	725934	731123	-	YMR229C	YMR229C	protein_coding
XIII	732414	733141	+	YMR230W	RPS10B	protein_coding
XIII	733268	733456	+	YMR230W-A	YMR230W-A	protein_coding
XIII	733545	736634	+	YMR231W	PEP5	protein_coding
XIII	736926	738959	+	YMR232W	YMR232W	protein_coding
XIII	739185	739865	+	YMR233W	YMR233W	protein_coding
XIII	740266	741312	+	YMR234W	YMR234W	protein_coding
XIII	741512	742735	-	YMR235C	YMR235C	protein_coding
XIII	742971	743444	+	YMR236W	TAF9	protein_coding
XIII	743749	745923	+	YMR237W	YMR237W	protein_coding
XIII	746353	747729	+	YMR238W	YMR238W	protein_coding
XIII	747892	747963	-	tR(UCU)M1	tR(UCU)M1	tRNA
XIII	748262	749677	-	YMR239C	YMR239C	protein_coding
XIII	749930	751240	-	YMR240C	YMR240C	protein_coding
XIII	751961	752905	+	YMR241W	YMR241W	protein_coding
XIII	753225	753742	-	YMR242C	RPL20A	protein_coding
XIII	754297	754386	+	YMR242W-A	YMR242W-A	protein_coding
XIII	754838	756166	-	YMR243C	ZRC1	protein_coding
XIII	757250	758317	+	YMR244W	YMR244W	protein_coding
XIII	758517	758831	-	YMR244C-A	YMR244C-A	protein_coding
XIII	758563	759183	+	YMR245W	YMR245W	protein_coding
XIII	759807	761891	+	YMR246W	YMR246W	protein_coding
XIII	762110	763113	-	snR86	snR86	snoRNA
XIII	763351	768039	-	YMR247C	RKR1	protein_coding
XIII	768369	768441	-	tA(AGC)M2	tA(AGC)M2	tRNA
XIII	769283	769426	+	YMR247W-A	YMR247W-A	protein_coding
XIII	770801	772558	+	YMR250W	YMR250W	protein_coding
XIII	772915	774015	+	YMR251W	YMR251W	protein_coding
XIII	774752	774931	+	YMR251W-A	YMR251W-A	protein_coding
XIII	775315	775719	-	YMR252C	YMR252C	protein_coding
XIII	775946	777190	-	YMR253C	YMR253C	protein_coding
XIII	777615	777923	-	YMR254C	YMR254C	protein_coding
XIII	778001	778567	+	YMR255W	YMR255W	protein_coding
XIII	778945	779127	-	YMR256C	YMR256C	protein_coding
XIII	779629	782031	-	YMR257C	YMR257C	protein_coding
XIII	782620	784281	-	YMR258C	YMR258C	protein_coding
XIII	784621	788883	-	YMR259C	YMR259C	protein_coding
XIII	789378	789839	-	YMR260C	YMR260C	protein_coding
XIII	790205	793369	-	YMR261C	YMR261C	protein_coding
XIII	793726	794667	+	YMR262W	YMR262W	protein_coding
XIII	794919	795524	+	YMR263W	YMR263W	protein_coding
XIII	795805	796416	+	YMR264W	CUE1	protein_coding
XIII	796540	797925	-	YMR265C	YMR265C	protein_coding
XIII	798518	801379	+	YMR266W	YMR266W	protein_coding
XIII	801772	802704	+	YMR267W	PPA2	protein_coding
XIII	802888	804222	-	YMR268C	YMR268C	protein_coding
XIII	804456	805091	+	YMR269W	TMA23	protein_coding
XIII	805326	806423	-	YMR270C	YMR270C	protein_coding
XIII	806865	807548	-	YMR271C	YMR271C	protein_coding
XIII	808246	808317	-	tQ(CUG)M	CDC65	tRNA
XIII	809623	810777	-	YMR272C	SCS7	protein_coding
XIII	810466	810579	+	YMR272W-A	YMR272W-A	protein_coding
XIII	811089	811196	+	YMR272W-B	YMR272W-B	protein_coding
XIII	811233	813980	-	YMR273C	ZDS1	protein_coding
XIII	814364	815311	-	YMR274C	YMR274C	protein_coding
XIII	815651	818581	-	YMR275C	BUL1	protein_coding
XIII	818827	819948	+	YMR276W	YMR276W	protein_coding
XIII	820256	822454	+	YMR277W	YMR277W	protein_coding
XIII	822763	824631	+	YMR278W	YMR278W	protein_coding
XIII	824729	826351	-	YMR279C	YMR279C	protein_coding
XIII	827028	831329	-	YMR280C	CAT8	protein_coding
XIII	832339	833253	+	YMR281W	YMR281W	protein_coding
XIII	833356	835098	-	YMR282C	AEP2	protein_coding
XIII	835326	836867	-	YMR283C	RIT1	protein_coding
XIII	837928	838016	+	tY(GUA)M2	tY(GUA)M2	tRNA
XIII	838187	839995	+	YMR284W	YKU70	protein_coding
XIII	840144	841691	-	YMR285C	YMR285C	protein_coding
XIII	841942	842202	+	YMR286W	MRPL33	protein_coding
XIII	842436	845345	-	YMR287C	DSS1	protein_coding
XIII	845571	848486	+	YMR288W	YMR288W	protein_coding
XIII	848685	849809	+	YMR289W	YMR289W	protein_coding
XIII	850074	851591	-	YMR290C	YMR290C	protein_coding
XIII	851422	851769	+	YMR290W-A	YMR290W-A	protein_coding
XIII	852630	854390	+	YMR291W	YMR291W	protein_coding
XIII	854795	855293	+	YMR292W	YMR292W	protein_coding
XIII	855399	856793	-	YMR293C	HER2	protein_coding
XIII	856966	858087	+	YMR294W	JNM1	protein_coding
XIII	858209	858568	+	YMR294W-A	YMR294W-A	protein_coding
XIII	858297	858890	-	YMR295C	YMR295C	protein_coding
XIII	859215	860891	-	YMR296C	LCB1	protein_coding
XIII	861922	863520	+	YMR297W	PRC1	protein_coding
XIII	863819	864271	+	YMR298W	YMR298W	protein_coding
XIII	864412	865350	-	YMR299C	YMR299C	protein_coding
XIII	865559	867091	-	YMR300C	YMR300C	protein_coding
XIII	867555	869627	-	YMR301C	YMR301C	protein_coding
XIII	870073	872625	-	YMR302C	YME2	protein_coding
XIII	873291	874337	-	YMR303C	ADH2	protein_coding
XIII	874987	878679	+	YMR304W	YMR304W	protein_coding
XIII	878780	879130	-	YMR304C-A	YMR304C-A	protein_coding
XIII	879063	880232	-	YMR305C	YMR305C	protein_coding
XIII	881159	886516	+	YMR306W	YMR306W	protein_coding
XIII	886183	886572	-	YMR306C-A	YMR306C-A	protein_coding
XIII	887003	888682	+	YMR307W	GAS1	protein_coding
XIII	887731	887925	-	YMR307C-A	YMR307C-A	protein_coding
XIII	888952	892221	-	YMR308C	PSE1	protein_coding
XIII	892988	895426	-	YMR309C	YMR309C	protein_coding
XIII	895716	896669	-	YMR310C	YMR310C	protein_coding
XIII	896914	897603	-	YMR311C	YMR311C	protein_coding
XIII	898405	899226	+	YMR312W	ELP6	protein_coding
XIII	899379	901307	-	YMR313C	YMR313C	protein_coding
XIII	901709	902413	+	YMR314W	YMR314W	protein_coding
XIII	902800	903849	+	YMR315W	YMR315W	protein_coding
XIII	904286	904393	+	YMR315W-A	YMR315W-A	protein_coding
XIII	904825	905835	+	YMR316W	YMR316W	protein_coding
XIII	905662	905973	-	YMR316C-A	YMR316C-A	protein_coding
XIII	907321	907629	-	YMR316C-B	YMR316C-B	protein_coding
XIII	907364	910786	+	YMR317W	YMR317W	protein_coding
XIII	911061	912143	-	YMR318C	ADH6	protein_coding
XIII	912880	914538	-	YMR319C	YMR319C	protein_coding
XIII	916746	917051	+	YMR320W	YMR320W	protein_coding
XIII	917579	917896	-	YMR321C	YMR321C	protein_coding
XIII	918366	919079	-	YMR322C	SNO4	protein_coding
XIII	920088	921401	+	YMR323W	YMR323W	protein_coding
XIII	922202	922444	-	YMR324C	YMR324C	protein_coding
XIII	922641	923015	+	YMR325W	YMR325W	protein_coding
XIII	923494	923802	-	YMR326C	YMR326C	protein_coding
II	280	2658	-	YBL113C	YBL113C	protein_coding
II	646	1128	+	YBL113W-A	YBL113W-A	protein_coding
II	2582	2899	-	YBL112C	YBL112C	protein_coding
II	2907	5009	-	YBL111C	YBL111C	protein_coding
II	5790	6125	+	YBL109W	YBL109W	protein_coding
II	7605	7733	-	YBL108C-A	YBL108C-A	protein_coding
II	8177	8482	+	YBL108W	YBL108W	protein_coding
II	9268	9372	+	YBL107W-A	YBL107W-A	protein_coding
II	9583	9666	+	tL(UAA)B1	tL(UAA)B1	tRNA
II	9961	10551	-	YBL107C	YBL107C	protein_coding
II	10847	13879	-	YBL106C	SRO77	protein_coding
II	14241	17696	-	YBL105C	PKC1	protein_coding
II	18177	21293	-	YBL104C	SEA4	protein_coding
II	22076	23536	-	YBL103C	YBL103C	protein_coding
II	24098	24745	+	YBL102W	YBL102W	protein_coding
II	24946	28299	-	YBL101C	ECM21	protein_coding
II	28427	28546	+	YBL100W-C	YBL100W-C	protein_coding
II	36398	36488	+	tF(GAA)B	tF(GAA)B	tRNA
II	36989	37303	-	YBL100C	YBL100C	protein_coding
II	37053	38690	+	YBL099W	YBL099W	protein_coding
II	39145	40527	+	YBL098W	YBL098W	protein_coding
II	40831	43095	+	YBL097W	YBL097W	protein_coding
II	43174	43482	-	YBL096C	YBL096C	protein_coding
II	43277	44089	+	YBL095W	YBL095W	protein_coding
II	43765	44097	-	YBL094C	YBL094C	protein_coding
II	44256	44918	-	YBL093C	ROX3	protein_coding
II	45978	46370	+	YBL092W	RPL32	protein_coding
II	46565	47180	-	YBL091C-A	YBL091C-A	protein_coding
II	47363	48628	-	YBL091C	YBL091C	protein_coding
II	48825	49358	+	YBL090W	MRP21	protein_coding
II	49574	50953	+	YBL089W	YBL089W	protein_coding
II	51019	59382	-	YBL088C	YBL088C	protein_coding
II	59822	60739	-	YBL087C	RPL23A	protein_coding
II	61202	62602	-	YBL086C	YBL086C	protein_coding
II	63876	66818	+	YBL085W	BOI1	protein_coding
II	67169	69445	-	YBL084C	CDC27	protein_coding
II	69713	70138	-	YBL083C	YBL083C	protein_coding
II	69751	71127	-	YBL082C	ALG3	protein_coding
II	71866	72972	+	YBL081W	YBL081W	protein_coding
II	73070	74695	-	YBL080C	YBL080C	protein_coding
II	75259	79767	+	YBL079W	NUP170	protein_coding
II	80378	80731	-	YBL078C	ATG8	protein_coding
II	80897	81328	+	YBL077W	YBL077W	protein_coding
II	81043	84261	-	YBL076C	ILS1	protein_coding
II	84499	86448	-	YBL075C	SSA3	protein_coding
II	86722	87789	-	YBL074C	YBL074C	protein_coding
II	87646	87957	+	YBL073W	YBL073W	protein_coding
II	88190	88277	+	snR56	snR56	snoRNA
II	88523	89125	-	YBL072C	RPS8A	protein_coding
II	89458	89556	-	YBL071C-B	YBL071C-B	protein_coding
II	89978	90226	+	YBL071W-A	KTI11	protein_coding
II	90223	90531	-	YBL071C	YBL071C	protein_coding
II	90605	90925	-	YBL070C	YBL070C	protein_coding
II	90741	92030	+	YBL069W	YBL069W	protein_coding
II	91794	92030	+	YBL068W-A	YBL068W-A	protein_coding
II	92414	93394	+	YBL068W	YBL068W	protein_coding
II	93639	95882	-	YBL067C	YBL067C	protein_coding
II	96669	100115	-	YBL066C	YBL066C	protein_coding
II	99963	100307	+	YBL065W	YBL065W	protein_coding
II	100371	101156	-	YBL064C	YBL064C	protein_coding
II	101886	105221	+	YBL063W	KIP1	protein_coding
II	105308	105688	+	YBL062W	YBL062W	protein_coding
II	105316	107406	-	YBL061C	SKT5	protein_coding
II	107932	109995	+	YBL060W	YBL060W	protein_coding
II	110125	110539	-	YBL059C-A	YBL059C-A	protein_coding
II	110594	111244	+	YBL059W	YBL059W	protein_coding
II	111437	112708	+	YBL058W	SHP1	protein_coding
II	112801	113427	-	YBL057C	YBL057C	protein_coding
II	113762	115168	+	YBL056W	YBL056W	protein_coding
II	115573	116829	-	YBL055C	YBL055C	protein_coding
II	117589	119166	+	YBL054W	TOD6	protein_coding
II	119335	119709	+	YBL053W	YBL053W	protein_coding
II	119379	121874	-	YBL052C	SAS3	protein_coding
II	122753	124759	-	YBL051C	PIN4	protein_coding
II	125125	126119	+	YBL050W	SEC17	protein_coding
II	126828	127244	+	YBL049W	YBL049W	protein_coding
II	127299	127610	+	YBL048W	YBL048W	protein_coding
II	127895	132040	-	YBL047C	EDE1	protein_coding
II	132424	133749	+	YBL046W	YBL046W	protein_coding
